Province,Regency/City,Year,"Orange, pomelo",Mango,Apple,Rambutan,"Duku, langsat",Durian,Snakefruit,Ambon banana,Papaya,Watermelon,Tomato,Avocado,Guava
Kalimantan Tengah,Lamandau,2022,77.0,28.0,33.0,,,,31.0,91.0,30.0,277.0,2.0,8.0,4.0
Kalimantan Tengah,Seruyan,2022,67.0,21.0,20.0,10.0,1.0,,35.0,26.0,33.0,100.0,7.0,1.0,3.0
Kalimantan Tengah,Katingan,2022,46.0,14.0,16.0,16.0,,7.0,25.0,30.0,18.0,150.0,1.0,1.0,7.0
Kalimantan Tengah,Pulang Pisau,2022,61.0,9.0,22.0,,,,14.0,25.0,36.0,198.0,3.0,1.0,4.0
Kalimantan Tengah,Gunung Mas,2022,40.0,11.0,13.0,3.0,,,21.0,12.0,18.0,99.0,1.0,,10.0
Kalimantan Tengah,Barito Timur,2022,37.0,8.0,17.0,1.0,,,17.0,6.0,46.0,90.0,1.0,1.0,2.0
Kalimantan Tengah,Murung Raya,2022,26.0,10.0,8.0,16.0,3.0,1.0,5.0,8.0,10.0,50.0,4.0,1.0,6.0
Kalimantan Tengah,Kota Palangka Raya,2022,82.0,19.0,23.0,1.0,1.0,,11.0,79.0,64.0,123.0,1.0,3.0,15.0
Kalimantan Selatan,Tanah Laut,2022,37.0,10.0,31.0,1.0,,,35.0,34.0,77.0,215.0,2.0,3.0,10.0
Kalimantan Selatan,Kota Baru,2022,32.0,8.0,12.0,,,2.0,15.0,16.0,39.0,107.0,1.0,1.0,3.0
Kalimantan Selatan,Banjar,2022,16.0,11.0,19.0,2.0,,1.0,14.0,27.0,69.0,131.0,2.0,2.0,5.0
Kalimantan Selatan,Barito Kuala,2022,67.0,6.0,10.0,,,2.0,43.0,13.0,82.0,106.0,1.0,2.0,4.0
Kalimantan Selatan,Tapin,2022,25.0,15.0,20.0,4.0,4.0,4.0,15.0,32.0,56.0,119.0,1.0,8.0,7.0
Kalimantan Selatan,Hulu Sungai Selatan,2022,21.0,8.0,17.0,,,1.0,8.0,28.0,88.0,81.0,2.0,,10.0
Kalimantan Selatan,Hulu Sungai Tengah,2022,11.0,8.0,10.0,,,,18.0,15.0,54.0,72.0,2.0,,5.0
Kalimantan Selatan,Hulu Sungai Utara,2022,25.0,15.0,14.0,,,,20.0,7.0,43.0,79.0,1.0,,6.0
Kalimantan Selatan,Tabalong,2022,31.0,14.0,19.0,2.0,2.0,3.0,26.0,12.0,66.0,190.0,7.0,3.0,12.0
Kalimantan Selatan,Tanah Bumbu,2022,40.0,22.0,25.0,1.0,1.0,,35.0,28.0,50.0,221.0,1.0,4.0,5.0
Kalimantan Selatan,Balangan,2022,22.0,17.0,12.0,,1.0,1.0,19.0,8.0,44.0,119.0,1.0,,19.0
Kalimantan Selatan,Kota Banjarmasin,2022,20.0,14.0,25.0,2.0,,,29.0,62.0,155.0,186.0,2.0,6.0,12.0
Kalimantan Selatan,Kota Banjar Baru,2022,36.0,17.0,38.0,,,2.0,22.0,71.0,129.0,171.0,4.0,13.0,8.0
Kalimantan Timur,Paser,2022,66.0,18.0,24.0,,,1.0,22.0,21.0,57.0,138.0,3.0,5.0,6.0
Kalimantan Timur,Kutai Barat,2022,44.0,14.0,28.0,9.0,,,7.0,18.0,30.0,97.0,4.0,8.0,1.0
Kalimantan Timur,Kutai Kartanegara,2022,48.0,25.0,35.0,6.0,,2.0,7.0,40.0,57.0,147.0,1.0,5.0,3.0
Kalimantan Timur,Kutai Timur,2022,35.0,39.0,43.0,9.0,1.0,2.0,8.0,33.0,36.0,104.0,6.0,7.0,3.0
Kalimantan Timur,Berau,2022,49.0,44.0,41.0,10.0,2.0,2.0,6.0,44.0,77.0,93.0,2.0,10.0,5.0
Kalimantan Timur,Penajam Paser Utara,2022,51.0,17.0,24.0,1.0,,1.0,12.0,36.0,46.0,134.0,,2.0,2.0
Kalimantan Timur,Mahakam Ulu,2022,6.0,6.0,10.0,2.0,,,1.0,34.0,52.0,12.0,1.0,,
Kalimantan Timur,Kota Balikpapan,2022,85.0,37.0,34.0,,,1.0,8.0,58.0,104.0,123.0,3.0,4.0,1.0
Kalimantan Timur,Kota Samarinda,2022,64.0,28.0,40.0,2.0,,,7.0,52.0,83.0,120.0,3.0,13.0,10.0
Kalimantan Timur,Kota Bontang,2022,54.0,39.0,47.0,1.0,,2.0,3.0,55.0,76.0,95.0,1.0,9.0,3.0
Kalimantan Utara,Malinau,2022,36.0,10.0,12.0,5.0,,1.0,2.0,31.0,58.0,58.0,1.0,5.0,2.0
Kalimantan Utara,Bulungan,2022,25.0,5.0,18.0,3.0,1.0,3.0,3.0,34.0,54.0,72.0,1.0,11.0,8.0
Kalimantan Utara,Tana Tidung,2022,27.0,12.0,24.0,4.0,,1.0,2.0,24.0,51.0,98.0,2.0,10.0,2.0
Kalimantan Utara,Nunukan,2022,21.0,32.0,25.0,17.0,8.0,19.0,6.0,10.0,49.0,70.0,8.0,2.0,1.0
Kalimantan Utara,Kota Tarakan,2022,18.0,13.0,32.0,4.0,1.0,,3.0,15.0,57.0,69.0,1.0,13.0,1.0
Sulawesi Utara,Bolaang Mongondow,2022,9.0,13.0,12.0,51.0,18.0,32.0,12.0,32.0,133.0,83.0,34.0,24.0,4.0
Sulawesi Utara,Minahasa,2022,23.0,28.0,28.0,24.0,7.0,5.0,25.0,58.0,153.0,62.0,22.0,29.0,
Sulawesi Utara,Kepulauan Sangihe,2022,3.0,7.0,4.0,2.0,5.0,10.0,2.0,35.0,102.0,28.0,26.0,4.0,1.0
Sulawesi Utara,Kepulauan Talaud,2022,5.0,3.0,4.0,6.0,,,13.0,30.0,55.0,18.0,179.0,11.0,1.0
Sulawesi Utara,Minahasa Selatan,2022,10.0,11.0,24.0,15.0,,31.0,17.0,52.0,151.0,81.0,41.0,28.0,5.0
Sulawesi Utara,Minahasa Utara,2022,17.0,14.0,28.0,38.0,26.0,16.0,14.0,68.0,170.0,32.0,23.0,19.0,6.0
Sulawesi Utara,Bolaang Mongondow Utara,2022,7.0,11.0,10.0,13.0,1.0,18.0,8.0,30.0,114.0,16.0,56.0,7.0,2.0
Sulawesi Utara,Siau Tagulandang Biaro,2022,5.0,11.0,8.0,4.0,1.0,68.0,20.0,22.0,58.0,6.0,53.0,11.0,2.0
Sulawesi Utara,Minahasa Tenggara,2022,4.0,23.0,21.0,7.0,15.0,29.0,10.0,52.0,145.0,76.0,12.0,17.0,
Sulawesi Utara,Bolaang Mongondow Selatan,2022,7.0,47.0,10.0,53.0,5.0,199.0,16.0,24.0,66.0,37.0,19.0,3.0,
Sulawesi Utara,Bolaang Mongondow Timur,2022,16.0,68.0,18.0,26.0,12.0,18.0,6.0,74.0,97.0,49.0,25.0,9.0,3.0
Sulawesi Utara,Kota Manado,2022,14.0,4.0,24.0,18.0,17.0,6.0,3.0,37.0,112.0,29.0,38.0,12.0,
Sulawesi Utara,Kota Bitung,2022,16.0,35.0,13.0,33.0,15.0,11.0,2.0,49.0,132.0,58.0,15.0,3.0,3.0
Sulawesi Utara,Kota Tomohon,2022,31.0,17.0,28.0,19.0,7.0,8.0,24.0,71.0,140.0,39.0,53.0,24.0,2.0
Sulawesi Utara,Kota Kotamobagu,2022,30.0,15.0,14.0,25.0,5.0,19.0,7.0,65.0,106.0,41.0,57.0,13.0,1.0
Sulawesi Tengah,Banggai Kepulauan,2022,1.0,15.0,1.0,8.0,63.0,640.0,8.0,37.0,35.0,10.0,65.0,1.0,
Sulawesi Tengah,Banggai,2022,24.0,17.0,11.0,107.0,18.0,240.0,18.0,35.0,63.0,19.0,60.0,6.0,1.0
Sulawesi Tengah,Morowali,2022,23.0,12.0,8.0,92.0,38.0,301.0,14.0,14.0,45.0,30.0,76.0,2.0,1.0
Sulawesi Tengah,Poso,2022,16.0,3.0,8.0,6.0,3.0,8.0,4.0,20.0,125.0,37.0,112.0,17.0,4.0
Sulawesi Tengah,Donggala,2022,15.0,38.0,4.0,2.0,,4.0,10.0,23.0,42.0,31.0,62.0,14.0,3.0
Sulawesi Tengah,Toli-Toli,2022,25.0,48.0,7.0,12.0,9.0,169.0,8.0,6.0,71.0,41.0,16.0,13.0,7.0
Sulawesi Tengah,Buol,2022,8.0,32.0,4.0,33.0,17.0,231.0,10.0,17.0,114.0,38.0,98.0,2.0,2.0
Sulawesi Tengah,Parigi Moutong,2022,33.0,106.0,15.0,4.0,1.0,26.0,11.0,37.0,96.0,53.0,61.0,11.0,14.0
Sulawesi Tengah,Tojo Una-Una,2022,9.0,31.0,7.0,32.0,1.0,72.0,8.0,44.0,77.0,24.0,,8.0,2.0
Sulawesi Tengah,Sigi,2022,20.0,42.0,15.0,6.0,,7.0,4.0,33.0,90.0,43.0,109.0,13.0,13.0
Sulawesi Tengah,Banggai Laut,2022,1.0,72.0,1.0,42.0,52.0,626.0,9.0,39.0,23.0,24.0,46.0,2.0,1.0
Sulawesi Tengah,Morowali Utara,2022,21.0,23.0,14.0,87.0,37.0,147.0,12.0,28.0,76.0,35.0,53.0,15.0,7.0
Sulawesi Tengah,Kota Palu,2022,39.0,42.0,28.0,8.0,,4.0,11.0,19.0,96.0,63.0,48.0,10.0,
Sulawesi Selatan,Kepulauan Selayar,2022,4.0,57.0,12.0,17.0,4.0,5.0,4.0,25.0,75.0,9.0,15.0,7.0,3.0
Sulawesi Selatan,Bulukumba,2022,20.0,50.0,17.0,234.0,7.0,283.0,31.0,73.0,68.0,11.0,34.0,12.0,10.0
Sulawesi Selatan,Bantaeng,2022,27.0,43.0,16.0,130.0,8.0,24.0,8.0,48.0,30.0,26.0,5.0,12.0,3.0
Sulawesi Selatan,Jeneponto,2022,26.0,24.0,15.0,67.0,4.0,20.0,11.0,56.0,36.0,22.0,12.0,3.0,4.0
Sulawesi Selatan,Takalar,2022,21.0,9.0,32.0,52.0,2.0,6.0,46.0,27.0,38.0,15.0,19.0,7.0,3.0
Sulawesi Selatan,Gowa,2022,24.0,12.0,37.0,86.0,2.0,14.0,25.0,38.0,73.0,26.0,26.0,11.0,5.0
Sulawesi Selatan,Sinjai,2022,11.0,26.0,14.0,291.0,5.0,103.0,7.0,101.0,64.0,14.0,13.0,10.0,8.0
Sulawesi Selatan,Maros,2022,38.0,17.0,14.0,28.0,,7.0,38.0,28.0,65.0,28.0,33.0,11.0,4.0
Sulawesi Selatan,Pangkajene dan Kepulauan,2022,62.0,14.0,27.0,17.0,1.0,4.0,68.0,8.0,50.0,41.0,9.0,8.0,5.0
Sulawesi Selatan,Barru,2022,7.0,20.0,14.0,4.0,7.0,11.0,22.0,14.0,37.0,33.0,20.0,1.0,2.0
Sulawesi Selatan,Bone,2022,6.0,31.0,9.0,107.0,1.0,50.0,17.0,20.0,43.0,11.0,15.0,1.0,1.0
Sulawesi Selatan,Soppeng,2022,8.0,19.0,18.0,21.0,1.0,5.0,29.0,21.0,65.0,27.0,20.0,6.0,4.0
Sulawesi Selatan,Wajo,2022,12.0,58.0,21.0,26.0,7.0,61.0,19.0,26.0,37.0,46.0,23.0,2.0,5.0
Sulawesi Selatan,Sidenreng Rappang,2022,19.0,51.0,38.0,50.0,,21.0,25.0,17.0,55.0,126.0,22.0,5.0,1.0
Sulawesi Selatan,Pinrang,2022,9.0,20.0,15.0,6.0,1.0,15.0,20.0,21.0,72.0,58.0,47.0,5.0,1.0
Sulawesi Selatan,Enrekang,2022,12.0,13.0,14.0,12.0,,43.0,14.0,14.0,84.0,82.0,22.0,15.0,1.0
Sulawesi Selatan,Luwu,2022,8.0,15.0,9.0,145.0,2.0,109.0,10.0,12.0,57.0,33.0,46.0,3.0,3.0
Sulawesi Selatan,Tana Toraja,2022,21.0,8.0,5.0,22.0,,4.0,10.0,40.0,66.0,13.0,31.0,20.0,9.0
Sulawesi Selatan,Luwu Utara,2022,22.0,9.0,12.0,141.0,11.0,277.0,10.0,16.0,25.0,50.0,86.0,3.0,2.0
Sulawesi Selatan,Luwu Timur,2022,50.0,13.0,28.0,134.0,10.0,193.0,15.0,15.0,73.0,76.0,17.0,14.0,4.0
Sulawesi Selatan,Toraja Utara,2022,9.0,6.0,4.0,11.0,,6.0,13.0,16.0,50.0,7.0,6.0,11.0,6.0
Sulawesi Selatan,Kota Makasar,2022,49.0,24.0,50.0,29.0,1.0,16.0,20.0,69.0,145.0,47.0,18.0,22.0,2.0
Sulawesi Selatan,Kota Parepare,2022,27.0,11.0,23.0,3.0,,7.0,8.0,8.0,89.0,53.0,43.0,11.0,1.0
Sulawesi Selatan,Kota Palopo,2022,22.0,5.0,14.0,34.0,2.0,104.0,12.0,7.0,65.0,64.0,14.0,13.0,2.0
Sulawesi Tenggara,Buton,2022,21.0,10.0,7.0,40.0,2.0,33.0,19.0,37.0,35.0,10.0,1.0,9.0,1.0
Sulawesi Tenggara,Muna,2022,9.0,1.0,9.0,8.0,,19.0,17.0,35.0,30.0,49.0,30.0,1.0,3.0
Sulawesi Tenggara,Konawe,2022,25.0,12.0,9.0,51.0,1.0,186.0,13.0,34.0,25.0,45.0,43.0,1.0,3.0
Sulawesi Tenggara,Kolaka,2022,31.0,29.0,24.0,23.0,2.0,212.0,24.0,28.0,106.0,59.0,56.0,12.0,4.0
Sulawesi Tenggara,Konawe Selatan,2022,15.0,11.0,10.0,73.0,1.0,124.0,25.0,12.0,38.0,38.0,57.0,3.0,3.0
Sulawesi Tenggara,Bombana,2022,6.0,10.0,10.0,24.0,,65.0,27.0,10.0,30.0,29.0,24.0,5.0,1.0
Sulawesi Tenggara,Wakatobi,2022,14.0,10.0,11.0,8.0,,13.0,6.0,18.0,37.0,24.0,20.0,2.0,1.0
Sulawesi Tenggara,Kolaka Utara,2022,7.0,77.0,14.0,32.0,12.0,347.0,17.0,8.0,44.0,60.0,66.0,72.0,2.0
Sulawesi Tenggara,Buton Utara,2022,9.0,34.0,8.0,77.0,,11.0,14.0,22.0,36.0,25.0,25.0,3.0,8.0
Sulawesi Tenggara,Konawe Utara,2022,20.0,12.0,25.0,62.0,1.0,321.0,18.0,19.0,37.0,31.0,55.0,2.0,2.0
Sulawesi Tenggara,Kolaka Timur,2022,33.0,10.0,14.0,92.0,6.0,184.0,26.0,38.0,25.0,30.0,60.0,7.0,5.0
Sulawesi Tenggara,Konawe Kepulauan,2022,8.0,38.0,5.0,27.0,8.0,266.0,3.0,35.0,20.0,31.0,53.0,,1.0
Sulawesi Tenggara,Muna Barat,2022,5.0,,3.0,55.0,1.0,4.0,11.0,10.0,36.0,48.0,9.0,,1.0
Sulawesi Tenggara,Buton Tengah,2022,23.0,18.0,14.0,25.0,,18.0,4.0,24.0,52.0,45.0,16.0,2.0,1.0
Sulawesi Tenggara,Buton Selatan,2022,6.0,11.0,1.0,14.0,3.0,30.0,2.0,54.0,35.0,22.0,22.0,,2.0
Sulawesi Tenggara,Kota Kendari,2022,24.0,27.0,41.0,32.0,1.0,92.0,14.0,62.0,60.0,75.0,41.0,10.0,3.0
Sulawesi Tenggara,Kota Baubau,2022,10.0,10.0,21.0,19.0,,37.0,12.0,36.0,45.0,27.0,65.0,8.0,1.0
Gorontalo,Boalemo,2022,5.0,22.0,9.0,32.0,,10.0,20.0,27.0,100.0,35.0,1.0,1.0,
Gorontalo,Gorontalo,2022,11.0,14.0,23.0,29.0,2.0,25.0,14.0,65.0,103.0,42.0,10.0,4.0,2.0
Gorontalo,Pohuwato,2022,18.0,29.0,6.0,6.0,1.0,21.0,13.0,11.0,68.0,42.0,3.0,3.0,4.0
Gorontalo,Bone Bolango,2022,6.0,28.0,15.0,3.0,1.0,15.0,8.0,21.0,113.0,34.0,5.0,10.0,2.0
Gorontalo,Gorontalo Utara,2022,5.0,21.0,5.0,17.0,5.0,70.0,10.0,29.0,78.0,14.0,1.0,3.0,3.0
Gorontalo,Kota Gorontalo,2022,13.0,38.0,23.0,3.0,,9.0,4.0,39.0,108.0,44.0,2.0,10.0,2.0
Sulawesi Barat,Majene,2022,24.0,9.0,7.0,4.0,,,10.0,65.0,73.0,25.0,36.0,,
Sulawesi Barat,Polewali Mandar,2022,17.0,19.0,14.0,4.0,2.0,3.0,17.0,31.0,98.0,48.0,53.0,3.0,4.0
Sulawesi Barat,Mamasa,2022,7.0,2.0,2.0,3.0,,2.0,2.0,45.0,17.0,7.0,48.0,18.0,22.0
Sulawesi Barat,Mamuju,2022,19.0,30.0,11.0,5.0,,1.0,5.0,16.0,57.0,52.0,43.0,3.0,1.0
Sulawesi Barat,Mamuju Utara,2022,39.0,27.0,23.0,28.0,2.0,1.0,8.0,36.0,42.0,59.0,27.0,14.0,3.0
Sulawesi Barat,Mamuju Tengah,2022,42.0,24.0,20.0,5.0,1.0,,12.0,13.0,44.0,115.0,47.0,14.0,7.0
Maluku,Maluku Tenggara Barat,2022,3.0,3.0,1.0,1.0,,,3.0,51.0,62.0,4.0,3.0,3.0,1.0
Maluku,Maluku Tenggara,2022,1.0,,3.0,18.0,,13.0,8.0,62.0,82.0,3.0,1.0,14.0,2.0
Maluku,Maluku Tengah,2022,21.0,54.0,4.0,5.0,36.0,321.0,16.0,58.0,49.0,23.0,4.0,6.0,8.0
Maluku,Buru,2022,48.0,9.0,3.0,1.0,1.0,70.0,16.0,41.0,38.0,27.0,23.0,9.0,2.0
Maluku,Kepulauan Aru,2022,2.0,1.0,4.0,2.0,,4.0,5.0,17.0,22.0,3.0,4.0,,
Maluku,Seram Bagian Barat,2022,8.0,18.0,1.0,4.0,3.0,80.0,20.0,49.0,48.0,21.0,8.0,10.0,10.0
Maluku,Seram Bagian Timur,2022,17.0,6.0,6.0,4.0,12.0,320.0,27.0,63.0,29.0,22.0,4.0,1.0,5.0
Maluku,Maluku Barat Daya,2022,8.0,8.0,5.0,1.0,,,1.0,106.0,84.0,4.0,,1.0,1.0
Maluku,Buru Selatan,2022,11.0,49.0,1.0,2.0,15.0,135.0,13.0,18.0,19.0,4.0,12.0,4.0,5.0
Maluku,Kota Ambon,2022,18.0,42.0,18.0,3.0,4.0,220.0,11.0,64.0,41.0,44.0,25.0,17.0,2.0
Maluku,Kota Tual,2022,2.0,4.0,5.0,1.0,,23.0,9.0,30.0,63.0,15.0,4.0,36.0,1.0
Maluku Utara,Halmahera Barat,2022,3.0,4.0,4.0,47.0,70.0,105.0,32.0,9.0,88.0,18.0,33.0,6.0,1.0
Maluku Utara,Halmahera Tengah,2022,25.0,65.0,4.0,36.0,15.0,4.0,21.0,8.0,30.0,22.0,2.0,2.0,4.0
Maluku Utara,Kepulauan Sula,2022,3.0,24.0,3.0,8.0,3.0,290.0,6.0,19.0,34.0,5.0,9.0,1.0,3.0
Maluku Utara,Halmahera Selatan,2022,8.0,2.0,3.0,13.0,2.0,106.0,5.0,12.0,22.0,4.0,,3.0,1.0
Maluku Utara,Halmahera Utara,2022,15.0,3.0,7.0,18.0,33.0,37.0,20.0,11.0,71.0,32.0,46.0,5.0,2.0
Maluku Utara,Halmahera Timur,2022,20.0,4.0,2.0,4.0,46.0,11.0,7.0,7.0,50.0,70.0,18.0,4.0,11.0
Maluku Utara,Pulau Morotai,2022,22.0,,5.0,8.0,3.0,22.0,9.0,28.0,48.0,22.0,22.0,4.0,5.0
Maluku Utara,Pulau Taliabu,2022,1.0,24.0,1.0,8.0,26.0,898.0,5.0,48.0,22.0,,14.0,,1.0
Maluku Utara,Kota Ternate,2022,26.0,9.0,16.0,28.0,9.0,121.0,35.0,11.0,73.0,56.0,23.0,8.0,2.0
Maluku Utara,Kota Tidore Kepulauan,2022,15.0,5.0,12.0,37.0,8.0,143.0,45.0,19.0,91.0,35.0,4.0,6.0,2.0
Papua Barat,Fakfak,2022,27.0,83.0,14.0,4.0,8.0,202.0,14.0,50.0,72.0,30.0,18.0,22.0,10.0
Papua Barat,Kaimana,2022,8.0,26.0,9.0,20.0,3.0,295.0,29.0,43.0,51.0,12.0,4.0,9.0,6.0
Papua Barat,Teluk Wondama,2022,18.0,29.0,8.0,10.0,14.0,,3.0,70.0,104.0,6.0,3.0,4.0,11.0
Papua Barat,Teluk Bintuni,2022,53.0,15.0,10.0,14.0,2.0,20.0,10.0,53.0,66.0,22.0,21.0,5.0,10.0
Papua Barat,Manokwari,2022,30.0,16.0,10.0,73.0,21.0,75.0,8.0,34.0,97.0,48.0,6.0,6.0,10.0
Papua Barat,Sorong Selatan,2022,14.0,50.0,4.0,2.0,1.0,16.0,10.0,32.0,63.0,8.0,2.0,1.0,18.0
Papua Barat,Sorong,2022,45.0,61.0,13.0,9.0,,21.0,39.0,93.0,68.0,68.0,3.0,5.0,2.0
Papua Barat,Raja Ampat,2022,13.0,9.0,1.0,,,8.0,12.0,28.0,28.0,1.0,2.0,1.0,7.0
Papua Barat,Tambrauw,2022,15.0,54.0,,21.0,43.0,90.0,,40.0,21.0,2.0,6.0,1.0,2.0
Papua Barat,Maybrat,2022,7.0,9.0,3.0,1.0,1.0,,9.0,48.0,113.0,16.0,7.0,4.0,6.0
Papua Barat,Manokwari Selatan,2022,23.0,69.0,3.0,169.0,14.0,22.0,1.0,59.0,71.0,27.0,8.0,6.0,10.0
Papua Barat,Pegunungan Arfak,2022,48.0,7.0,,2.0,,3.0,2.0,30.0,73.0,4.0,41.0,11.0,1.0
Papua Barat,Kota Sorong,2022,35.0,19.0,15.0,7.0,1.0,18.0,58.0,43.0,38.0,56.0,11.0,8.0,6.0
Papua,Merauke,2022,70.0,7.0,14.0,26.0,3.0,40.0,6.0,50.0,76.0,76.0,3.0,11.0,4.0
Papua,Jayawijaya,2022,105.0,,2.0,1.0,,,1.0,45.0,1.0,1.0,1.0,12.0,3.0
Papua,Jayapura,2022,34.0,8.0,9.0,51.0,50.0,8.0,3.0,44.0,79.0,34.0,11.0,12.0,3.0
Papua,Nabire,2022,34.0,38.0,7.0,2.0,1.0,,11.0,75.0,58.0,101.0,7.0,4.0,1.0
Papua,Kepulauan Yapen,2022,16.0,10.0,1.0,,7.0,46.0,1.0,17.0,35.0,6.0,9.0,6.0,3.0
Papua,Biak Numfor,2022,15.0,9.0,7.0,8.0,,4.0,3.0,9.0,83.0,3.0,30.0,1.0,9.0
Papua,Paniai,2022,355.0,,,,,,,7.0,,,,1.0,
Papua,Puncak Jaya,2022,,,,,,,,117.0,6.0,,,6.0,
Papua,Mimika,2022,27.0,18.0,10.0,,1.0,1.0,30.0,42.0,56.0,55.0,5.0,6.0,23.0
Papua,Boven Digoel,2022,16.0,,5.0,15.0,7.0,223.0,9.0,22.0,32.0,13.0,1.0,1.0,4.0
Papua,Mappi,2022,12.0,1.0,4.0,51.0,2.0,128.0,1.0,13.0,12.0,1.0,,,1.0
Papua,Asmat,2022,12.0,6.0,4.0,6.0,,1.0,5.0,19.0,25.0,4.0,1.0,,18.0
Papua,Yahukimo,2022,6.0,2.0,,,,,,245.0,189.0,3.0,2.0,28.0,
Papua,Pegunungan Bintang,2022,4.0,,,,,,1.0,127.0,7.0,,3.0,8.0,
Papua,Tolikara,2022,106.0,,,,,1.0,,39.0,8.0,,1.0,14.0,1.0
Papua,Sarmi,2022,31.0,1.0,,38.0,8.0,,1.0,16.0,82.0,5.0,36.0,,3.0
Papua,Keerom,2022,41.0,3.0,4.0,171.0,26.0,8.0,12.0,23.0,43.0,28.0,6.0,,15.0
Papua,Waropen,2022,11.0,1.0,2.0,18.0,,5.0,11.0,36.0,36.0,3.0,5.0,,2.0
Papua,Supiori,2022,4.0,13.0,1.0,12.0,4.0,29.0,11.0,55.0,73.0,,3.0,4.0,9.0
Papua,Mamberamo Raya,2022,12.0,12.0,,,,2.0,,14.0,38.0,1.0,,,4.0
Papua,Nduga,2022,26.0,,,,,,2.0,7.0,,,5.0,1.0,
Papua,Lanny Jaya,2022,49.0,,,,,,,1.0,,,1.0,33.0,
Papua,Mamberamo Tengah,2022,274.0,,,,,3.0,,5.0,,,,3.0,
Papua,Yalimo,2022,58.0,,,1.0,,,2.0,5.0,5.0,2.0,,,
Papua,Puncak,2022,,,,,,,,,,,,50.0,
Papua,Dogiyai,2022,61.0,,,2.0,,,,152.0,2.0,,,5.0,1.0
Papua,Intan Jaya,2022,220.0,,,,,,,44.0,1.0,,,,
Papua,Deiyai,2022,291.0,,,,,,,17.0,,,,,
Papua,Kota Jayapura,2022,65.0,11.0,15.0,47.0,13.0,2.0,20.0,35.0,105.0,31.0,8.0,6.0,13.0
Aceh,Simeulue,2023,65.0,4.0,9.0,1.0,5.0,,33.0,1.0,40.0,41.0,31.0,6.0,3.0
Aceh,Aceh Singkil,2023,197.0,9.0,18.0,5.0,54.0,4.0,136.0,12.0,32.0,219.0,1.0,10.0,3.0
Aceh,Aceh Selatan,2023,113.0,8.0,7.0,3.0,24.0,,85.0,14.0,29.0,44.0,120.0,16.0,
Aceh,Aceh Tenggara,2023,77.0,12.0,10.0,11.0,19.0,26.0,84.0,22.0,42.0,70.0,71.0,22.0,5.0
Aceh,Aceh Timur,2023,118.0,12.0,5.0,8.0,31.0,9.0,85.0,8.0,47.0,98.0,3.0,5.0,4.0
Aceh,Aceh Tengah,2023,89.0,15.0,16.0,19.0,39.0,125.0,69.0,19.0,36.0,53.0,52.0,39.0,16.0
Aceh,Aceh Barat,2023,130.0,9.0,11.0,2.0,57.0,2.0,102.0,3.0,40.0,63.0,96.0,11.0,3.0
Aceh,Aceh Besar,2023,122.0,8.0,11.0,2.0,3.0,7.0,72.0,12.0,43.0,40.0,1.0,9.0,2.0
Aceh,Pidie,2023,100.0,10.0,7.0,1.0,15.0,8.0,75.0,9.0,39.0,31.0,,8.0,2.0
Aceh,Bireuen,2023,122.0,17.0,11.0,5.0,11.0,9.0,101.0,3.0,59.0,34.0,60.0,23.0,6.0
Aceh,Aceh Utara,2023,137.0,15.0,10.0,5.0,24.0,9.0,106.0,2.0,37.0,96.0,34.0,10.0,4.0
Aceh,Aceh Barat Daya,2023,97.0,6.0,5.0,3.0,29.0,2.0,71.0,5.0,25.0,25.0,144.0,12.0,
Aceh,Gayo Lues,2023,102.0,14.0,10.0,22.0,61.0,105.0,99.0,23.0,79.0,57.0,12.0,41.0,20.0
Aceh,Aceh Tamiang,2023,141.0,6.0,19.0,,51.0,3.0,64.0,4.0,23.0,31.0,58.0,6.0,6.0
Aceh,Nagan Raya,2023,202.0,36.0,29.0,20.0,108.0,16.0,176.0,13.0,131.0,202.0,122.0,30.0,11.0
Aceh,Aceh Jaya,2023,91.0,6.0,7.0,3.0,16.0,,94.0,7.0,67.0,91.0,114.0,8.0,3.0
Aceh,Bener Meriah,2023,130.0,29.0,22.0,16.0,56.0,274.0,92.0,39.0,43.0,62.0,166.0,52.0,25.0
Aceh,Pidie Jaya,2023,144.0,2.0,11.0,6.0,20.0,4.0,114.0,13.0,51.0,41.0,1.0,31.0,5.0
Aceh,Kota Banda Aceh,2023,130.0,17.0,17.0,1.0,4.0,6.0,56.0,,48.0,104.0,57.0,16.0,12.0
Aceh,Kota Sabang,2023,115.0,36.0,29.0,,5.0,,46.0,2.0,89.0,25.0,3.0,9.0,3.0
Aceh,Kota Langsa,2023,154.0,15.0,18.0,4.0,35.0,20.0,47.0,3.0,22.0,73.0,45.0,14.0,4.0
Aceh,Kota Lhokseumawe,2023,107.0,19.0,23.0,,16.0,16.0,88.0,1.0,53.0,63.0,54.0,17.0,9.0
Aceh,Kota Subulussalam,2023,245.0,1.0,12.0,2.0,81.0,12.0,97.0,16.0,31.0,79.0,113.0,11.0,8.0
Sumatera Utara,Nias,2023,14.0,,4.0,,2.0,,7.0,57.0,30.0,12.0,5.0,2.0,1.0
Sumatera Utara,Mandailing Natal,2023,76.0,9.0,8.0,4.0,30.0,2.0,100.0,23.0,65.0,35.0,1.0,10.0,3.0
Sumatera Utara,Tapanuli Selatan,2023,102.0,,9.0,3.0,20.0,2.0,129.0,13.0,77.0,36.0,29.0,5.0,4.0
